航班日期,出发地编码,目的地编码,均分,评论
2019/1/25,SZX,SHA,5,座椅舒适，空乘服务好，准时抵达，餐食好吃，
2019/1/27,SZX,SHA,4.75,值机快捷，餐食好吃，空乘服务好，
2019/1/31,SZX,SHA,5,空乘服务好，座椅舒适，准时抵达，值机快捷，非常好
2019/1/2,SHA,SZX,5,
2019/1/20,SHA,SZX,2.78,延误，/延误，三个半小时！
2019/1/1,SZX,PVG,5,
2019/1/4,SZX,PVG,5,舒适
2019/1/7,PVG,SZX,5,
2019/1/23,PVG,SZX,3.63,也就空乘服务可以，没有娱乐系统，没有充电器，干巴巴坐了俩小时，餐饮也不行，随便给我们发个苏打饼糊弄谁呢…
2019/1/31,PVG,SZX,5,准时抵达，值机快捷。
2019/1/26,SZX,SHA,5,准时抵达，
2019/1/31,SZX,SHA,4.14,机场商品贵，
2019/1/6,SHA,SZX,4.25,值机快捷，安检很快，空乘服务好，准时抵达，
2019/1/11,SHA,SZX,5,
2019/1/15,JDZ,SZX,4.8,空乘服务好，
2019/1/17,JDZ,SZX,3.33,空乘服务好，
2019/1/25,JDZ,SZX,5,准时抵达，安检很快，
2019/1/8,WUX,ZUH,2.67,延误，
2019/1/16,WUX,ZUH,3.5,安检很快，空乘服务好，餐食好吃，
2019/1/16,ZUH,WUX,1.67,延误，
2019/1/2,KMG,WUX,5,
2019/1/3,WUX,DLC,4,延误，
2019/1/1,DLC,WUX,5,值机快捷，
2019/1/3,DLC,WUX,1.33,延误4个半小时不给赔偿！把我一个新的行李箱摔坏！
2019/1/10,DLC,WUX,5,值机快捷，机场商品多，安检很快，空乘服务好，
2019/1/10,WUX,TYN,5,空乘服务好，
2019/1/28,WUX,TYN,5,服务态度很好，深航您值得信赖！一般出行，我们都会选择深航还有东航，这两个家服务态度没话说，但是晚点的问题尽量控制在一小时还是可以接受的。
2019/1/10,TYN,WUX,5,餐食好吃，座椅舒适，空乘服务好，值机快捷，安检很快，飞行平稳，
2019/1/4,WUX,CTU,4.17,安检很快，餐食好吃，空乘服务好，
2019/1/5,WUX,CTU,4.73,还行
2019/1/7,WUX,CTU,5,空乘服务好，座椅舒适，机场商品多，值机快捷，
2019/1/8,WUX,CTU,4.44,没意见
2019/1/7,WUX,CTU,4.2,安检很快，值机快捷，座椅舒适，空乘服务好，准时抵达，
2019/1/13,WUX,CTU,5,准时抵达，
2019/1/6,CTU,WUX,4.27,难得准时/值机快捷，空乘服务好，安检很快，准时抵达，
2019/1/10,CTU,WUX,4.44,没意见
2019/1/14,CTU,WUX,5,空乘服务好，准时抵达，值机快捷，座椅舒适，
2019/1/15,CTU,WUX,5,准时抵达，
2019/1/31,CTU,WUX,5,准时抵达，空乘服务好，安检很快，
2019/1/12,WUX,CTU,5,餐食好吃，安检很快，空乘服务好，准时抵达，
2019/1/5,CTU,WUX,4.1,准时抵达，空乘服务好，值机快捷，
2019/1/5,WUX,XMN,5,空乘服务还是很好滴
2019/1/7,WUX,XMN,5,空姐特别好 还会抱着宝宝玩一玩 准点起飞
2019/1/29,WUX,XMN,5,[称赞]
2019/1/6,XMN,WUX,4.13,尽量提供多种饮料吧
2019/1/7,XMN,WUX,3.22,延误一点无所谓，能理解。 但是十点半才到无锡，从九点半就用大喇叭喊要降落了。呵呵呵呵 大家都在抱怨了，没想到十五分钟一次，别想睡觉。广播小伙子有点结巴，拨几次结巴几次 快降落的时候飞机有不明噪音  不是气流声 就是音响和机身内某个设备的噪音
2019/1/5,WUX,XMN,4.89,很好
2019/1/11,WUX,XMN,5,空乘服务好，安检很快，准时抵达，值机快捷，
2019/1/18,WUX,XMN,4.67,值机快捷，准时抵达，空乘服务好，早餐还是不错的。真果粒好q好mini
2019/1/18,WUX,SHE,5,延误，
2019/1/6,SHE,WUX,4.5,空乘服务好，
2019/1/9,SHE,WUX,5,餐食好吃，空乘服务好，值机快捷，
2019/1/11,SHE,WUX,5,空乘服务好，值机快捷，
2019/1/19,SHE,WUX,5,准时抵达，空乘服务好，座椅舒适，
2019/1/8,WUX,NNG,3.8,一个月内第二次乘这个航班，上一次好评，餐食可以接受。今天的餐食实在是太简陋了，经停长沙后就一个小三明治，毕竟早7点不到就出门13:30才到南宁，没有就餐时间。其它都还不错。
2019/1/9,WUX,NNG,4.18,餐食一般，其他还好
2019/1/11,CSX,NNG,3.7,服务到位，座椅有点小
2019/1/22,WUX,CSX,2.5,延误，餐食难吃，经济舱座位很窄
2019/1/26,WUX,CSX,5,空乘服务好，
2019/1/6,NNG,WUX,5,值机快捷，准时抵达，安检很快，空乘服务好，开心舒适的旅途。
2019/1/7,NNG,CSX,2,空乘服务好，值机快捷，
2019/1/8,CSX,WUX,5,空乘服务好，座椅舒适，值机快捷，准时抵达，安检很快，机场商品多，餐食好吃，
2019/1/10,NNG,WUX,4.45,餐食一般，其他挺好
2019/1/16,NNG,CSX,3.86,空乘服务好，安检很快，
2019/1/21,CSX,WUX,5,准时抵达，
2019/1/29,CSX,WUX,5,"空乘服务好，准时抵达，值机快捷，安检很快，整个旅程很愉快。空乘服务态度非常好。
提前到达目的地"
2019/1/16,NKG,CTU,5,整体不错座椅舒适，空乘服务好，准时抵达，餐食好吃，
2019/1/9,CTU,NKG,5,
2019/1/16,CTU,NKG,5,空乘服务好，
2019/1/3,NKG,CTU,4.5,空乘服务好，准时抵达，安检很快，
2019/1/14,NKG,CTU,5,准时抵达，安检很快，餐食好吃，值机快捷，
2019/1/17,NKG,CTU,4.58,空乘服务好，准时抵达，餐食好吃，
2019/1/18,NKG,CTU,4.91,"安检很快，空乘服务好，值机快捷，准时抵达
座位有一点点挤呢_(:з」∠)_
飞机餐也就那样吧，正常发挥"
2019/1/7,CTU,NKG,5,贴心的服务，在成都行李查询处看到提醒旅客勿错拿行李的温馨提示，深航空姐服务也是很到位啦，机上乘客都安然入睡
2019/1/20,CTU,NKG,4.5,驾驶技术高超，空姐服务好！
2019/1/3,NKG,CTU,5,安检很快，值机快捷，空乘服务好，座椅舒适
2019/1/4,CTU,NKG,5,
2019/1/5,CTU,NKG,5,超给力，一小时50分钟就到南京了，深航飞行员就是厉害！
2019/1/9,CTU,NKG,5,餐食好吃，值机快捷，空乘服务好，准时抵达，/准时抵达，值机快捷，
2019/1/23,CTU,NKG,4,延误三小时！！！
2019/1/27,CTU,NKG,4.47,空乘服务好，值机快捷，
2019/1/14,NKG,KWE,5,准时抵达，餐食好吃，安检很快，对比之前的成都航空，简直不要太好，座位宽敞，服务周到，以后还选深航[胜利]
2019/1/3,KWE,NKG,5,空乘服务好，值机快捷，安检很快，
2019/1/5,KWE,NKG,4.5,
2019/1/10,KWE,NKG,5,非常满意
2019/1/18,KWE,NKG,5,
2019/1/12,KWE,NKG,4.5,服务很好，餐偷工减料。
2019/1/26,KWE,NKG,4.67,空乘服务好，
2019/1/6,NKG,KWE,5,空乘服务好，餐食好吃，值机快捷，准时抵达，安检很快，机场商品多，座椅舒适，必须给五星！因为这么多年了，第一次体验了深航，让我真的非常满意，坐过南航，首航，海航，天津航，东航，联航，一大堆航空公司。让我最满意的就是深航了，乘务员非常贴心，服务很好，给十星也不为过！！！准点是必须的，提前十二分钟到达！起飞的南京禄口机场在排队，也没有晚点，真的很棒！！！
2019/1/12,NKG,KWE,5,值机快捷，座椅舒适，安检很快，空乘服务好，
2019/1/13,NKG,KWE,4.75,座椅舒适，空乘服务好，安检很快，餐食好吃，值机快捷，
2019/1/17,KWE,NKG,4.57,降落有点硬，不靠廊桥！
2019/1/31,KWE,NKG,1,餐食好吃，机场商品多，值机快捷，安检很快，座椅舒适，[胜利][胜利][胜利][胜利][胜利][胜利][胜利][胜利][胜利][胜利][胜利][胜利][胜利][胜利]
2019/1/7,NKG,XIY,5,今日出差，选择深圳航空。高质量服务，棒棒的。
2019/1/9,NKG,XIY,5,值机快捷，安检很快，
2019/1/10,NKG,XIY,5,还不错，服务态度也很好
2019/1/11,NKG,XIY,2,延误，
2019/1/20,NKG,XIY,5,安检很快，准时抵达，空乘服务好，值机快捷，机场商品多，餐食好吃，座椅舒适，安检很快，准时到达，空乘服务好，值机快捷，机场商品多。餐食好吃，座椅舒适。安检很快，空乘服务好。
2019/1/4,XIY,NKG,5,
2019/1/6,XIY,NKG,5,都还好，就是冬天给瓶装饮用水，太凉！
2019/1/10,XIY,NKG,3,座椅舒适，安检很快，
2019/1/30,XIY,NKG,5,座椅舒适，空乘服务好，准时抵达，机场商品多，
2019/1/4,NKG,XIY,4.5,空乘服务好，安检很快，值机快捷，
2019/1/7,NKG,XIY,4.4,希望能稍微改善一下客舱气味
2019/1/9,XIY,NKG,5,准时抵达，安检很快，空乘服务好，
2019/1/13,XIY,NKG,1,准时抵达，餐食难吃，
2019/1/23,XIY,NKG,5,空乘服务好，座椅舒适。
2019/1/1,NKG,TYN,5,
2019/1/2,NKG,TYN,4.8,值机快捷，准时抵达，空乘服务好。
2019/1/10,NKG,TYN,5,座椅舒适，机场商品多，餐食好吃，安检很快，空乘服务好，值机快捷，准时抵达，
2019/1/13,NKG,TYN,3.25,值机快捷，安检很快，空乘服务好
2019/1/10,TYN,NKG,5,准时抵达，空乘服务好，值机快捷，
2019/1/18,TYN,NKG,5,空乘服务好，准时抵达，餐食好吃，机场商品多，安检很快，值机快捷，座椅舒适，
2019/1/19,TYN,NKG,4.5,值机快捷，安检很快，空乘服务好，准时抵达，
2019/1/24,TYN,NKG,5,值机快捷，空乘服务好，安检很快，准时抵达，
2019/1/2,NKG,HAK,4.75,座椅舒适，准时抵达，餐食好吃，安检很快，值机快捷，空乘服务好，机场商品多，给予五分好评！/机场商品多，安检很快，准时抵达，餐食好吃，
2019/1/4,YIC,HAK,4.8,
2019/1/14,NKG,YIC,5,餐食好吃，安检很快，值机快捷，机场商品多，
2019/1/17,NKG,YIC,4.62,航班安全正点，空姐服务好，形象漂亮，值机快捷，准时抵达，座椅舒适，餐食好吃，机场商品多，安检很快。整个航班非常顺畅，深航的航班是我出行首先，我一如既往的支持深航！/座椅舒适，准时抵达，机场商品。从南京禄口国际机场的南京南站城市候机楼出发，可以值机和托运行李。深圳航空的尊鹏阁依旧是业界良心。就是用手机过安检的时候会有一些拖沓。/稍稍延误！
2019/1/23,NKG,YIC,5,值机快捷，
2019/1/18,HAK,YIC,5,准时抵达，安检很快，值机快捷，餐食好吃，座椅舒适，机场商品多，空乘服务好，空乘服务好，
2019/1/12,NKG,YCU,2,延误，4小时，没有登机广播，贵宾室居然都没叫登机，很差，差点误机，到事情已经耽误了。机上服务不错，饭难吃。
2019/1/6,YCU,NKG,1,晚点一个小时  正直午餐时间   但是  没餐
2019/1/7,YCU,NKG,3.38,虽然准时抵达，但客舱拥挤，中午也没有饭吃，只有小零食，服务态度还是不错的，总体来说一般般吧
2019/1/3,LJG,NKG,4.1,准时抵达，
2019/1/4,LJG,NKG,5,
2019/1/5,LJG,NKG,5,
2019/1/8,LJG,NKG,2.2,机场商品贵，延误可能是天气原因，安检很慢，机舱卫生差，客舱拥挤，感想飞常准提供的空中模式。挺方便的。高端大气上档次，低调奢华有内涵。奔放洋气有深度，狂拽炫酷屌炸天。
2019/1/17,SZX,SHE,5,准时抵达，值机快捷，机场商品多，安检很快，餐食好吃，座椅舒适，空乘服务好，
2019/1/11,SHE,SZX,5,值机快捷，座椅舒适，机场商品多，准时抵达，餐食好吃，安检很快，空乘服务好。
2019/1/15,SHE,SZX,5,准时抵达，空乘服务好，值机快捷，都不错，很喜欢深航小姐姐
2019/1/21,SHE,SZX,5,空乘服务好，
2019/1/5,SZX,SHE,3.14,延误4小时
2019/1/23,SZX,SHE,4.47,空乘服务好，准时抵达，值机快捷，安检很快，餐食好吃，机场商品多，
2019/1/30,SZX,SHE,3,两面都是摆渡车。
2019/1/1,SHE,SZX,3,
2019/1/23,SHE,SZX,4.94,空乘服务好，餐食好吃，值机快捷，准时抵达，空乘还甜美漂亮呢，连我这个女生看着都觉得开心哈哈，说话温油，哎呀鱼饭和鸡饭太好吃了，给的辣酱更是锦上添花呢，喜欢
2019/1/4,SZX,SHE,5,
2019/1/26,SZX,SHE,5,值机快捷，空乘服务好，准时抵达，座椅舒适，
2019/1/6,SZX,SHE,5,
2019/1/11,SZX,SHE,3,
2019/1/31,YTY,SHE,4.72,"值机快捷，机场较小，值机很方便，很快！整体5颗星，飞机飞行平稳，空乘工作人员态度很好，工作很到位，由于是夜里，象征性的发了一袋饼干，日期是2018年8月31日生产的，现在是2019年1月31日，保质期9个月，未过期，可以吃。
经常坐这趟飞机，整体盖好。"
2019/1/3,SHE,SZX,4.58,经停太久了。
2019/1/26,SHE,YTY,5,空乘服务好，餐食好吃，安检很快，值机快捷，
2019/1/31,SZX,YTY,5,提前起飞，提早36分钟到达
2019/1/12,YTY,SZX,4,
2019/1/18,YTY,SZX,5,准时抵达，空乘服务好，
2019/1/19,YTY,SZX,4.46,安检很快，准时抵达，空乘服务好，值机快捷，
2019/1/23,YTY,SZX,5,座椅舒适，空乘服务好，安检很快，准时抵达，
2019/1/9,SZX,HRB,3.38,提前半小时到达
2019/1/4,HRB,SZX,5,机场商品多，安检很快，值机快捷，餐食好吃，准时抵达，座椅舒适，空乘服务好，
2019/1/11,HRB,SZX,3.67,提前半小时到达
2019/1/10,SZX,HRB,5,
2019/1/12,SZX,HRB,3,
2019/1/19,SZX,HRB,3.29,空乘服务好，
2019/1/1,HRB,SZX,5,
2019/1/4,HRB,SZX,3.83,
2019/1/6,HRB,SZX,4.56,无
2019/1/1,SZX,HRB,5,餐食选择较少
2019/1/1,HRB,SZX,3.5,安检很慢，空乘态度差，希望我大深圳航空不要受国行影响，空乘全都是东北，态度真的差！很久没坐深航了，还是选择南航和东航
2019/1/20,HRB,SZX,4.06,安检很快，
2019/1/26,YTY,DLC,3.29,空乘服务好，
2019/1/1,DLC,SZX,5,餐食好吃，机场商品多，准时抵达，空乘服务好，值机快捷，安检很快，座椅舒适，
2019/1/7,DLC,YTY,5,座椅舒适，机场商品多，安检很快，值机快捷，餐食好吃，空乘服务好，准时抵达，
2019/1/22,DLC,SZX,1.67,值机快捷，安全员挺帅的
2019/1/9,SZX,DLC,5,无
2019/1/11,SZX,DLC,5,准时抵达，座椅舒适，空乘服务好，餐食好吃，
2019/1/20,SZX,DLC,5,准时抵达，座椅舒适，值机快捷，空乘服务好，
2019/1/30,SZX,DLC,5,准时抵达，
2019/1/4,DLC,SZX,4.18,空乘人员还可以，餐食一般，空舱比较舒服。
2019/1/9,DLC,SZX,3.83,值机快捷，空乘服务好，
2019/1/10,DLC,SZX,5,
2019/1/11,DLC,SZX,5,无
2019/1/11,DLC,YIH,5,餐食好吃，座椅舒适，空乘服务好，机场商品多，准时抵达，值机快捷，安检很快，
2019/1/18,DLC,KWL,4.5,值机快捷，准时抵达，座椅舒适，空乘服务好，机场商品多，餐食好吃。赶上春运和寒假，安检排队还比较耗时，可以理解
2019/1/6,KWL,YIH,4.92,空乘服务好，安检很快，座椅舒适，
2019/1/8,SZX,YNT,4.69,准时抵达，空乘服务好，值机快捷，安检很快，
2019/1/16,SZX,CGQ,5,准时抵达，餐食好吃，空乘服务好，安检很快，
2019/1/1,CGQ,SZX,5,
2019/1/23,YNT,SZX,5,空乘服务好，值机快捷，
2019/1/25,CGQ,SZX,5,值机快捷，准时抵达，
2019/1/3,SZX,CGQ,5,机场商品多，座椅舒适，值机快捷，安检很快，空乘服务好，准时抵达，餐食好吃，
2019/1/10,SZX,CGQ,5,准时抵达，安检很快，座椅舒适，空乘服务好，值机快捷，
2019/1/11,SZX,CGQ,5,餐食好吃，空乘服务好，准时抵达，座椅舒适，
2019/1/29,SZX,CGQ,4.58,准时抵达，空乘服务好～可惜没有辣酱了，好喜欢呐
2019/1/12,CGQ,SZX,5,准时抵达，空乘服务好，机场商品多，餐食好吃，值机快捷，座椅舒适，安检很快，
2019/1/17,CGQ,SZX,4.41,空乘服务好，安检很快，值机快捷，座椅舒适，餐食好吃，准时抵达，
2019/1/3,SZX,CGQ,4.56,值机快捷，座椅舒适，安检很快，机场商品多，餐食好吃，空乘服务好，准时抵达，
2019/1/5,KHN,SZX,5,乘务非常体贴
2019/1/11,CGQ,KHN,2.8,这一航班服务还是挺差的，有位经济舱的乘客是位学生（这班学生特别多）不知有何特殊关系，把别人位置占了（我直接坐后排安全出口了）还被多次特殊照顾，比如，发飞机餐时，跳过九排，直接把餐和饮料先给到这位。发毛毯时，别的座位都是匆匆路过，等听到后空乘早到后几排了，唯独这位是特别停下来，直接给过去，还说会冷的要一个吧。这种服务让其他乘客很不舒服。另外，连遮光板都可以不全部拉起来，空乘安检数次均忽略，简直了
2019/1/20,CGQ,KHN,5,"准时抵达，  座椅舒适，空乘服务好，飞行平稳， 空中乘务员态度非常的好，如果有什么问题或者提问都可以耐心的解决。好好耐心。的技术超级好,  好得不得了了了啦。下次还会继续选择这航空公司。"
2019/1/26,CAN,SHE,4.5,空乘服务好，安检很快，
2019/1/2,CAN,SHE,5,
2019/1/9,CAN,SHE,5,空乘服务好，机场商品多，安检很快，餐食好吃，准时抵达，座椅舒适，值机快捷，
2019/1/25,CAN,SHE,5,安检很快，餐食好吃，准时抵达，
2019/1/8,SHE,CAN,4,
2019/1/18,SHE,CAN,5,空乘服务好，值机快捷，准时抵达，
2019/1/28,SHE,CAN,4.5,空乘服务好，准时抵达。
2019/1/4,HRB,CAN,5,
2019/1/12,CAN,HRB,5,值机快捷，空乘服务好，餐食好吃，安检很快，准时抵达，座椅舒适，机场商品多，
2019/1/23,CAN,HRB,5,安检很快，座椅舒适，空姐服务规范、稍有晚点可以理解
2019/1/27,HRB,CAN,2.54,有延误，飞机餐一般降落时比较颠簸
2019/1/28,HRB,CAN,4.57,空乘服务好，准时抵达，值机快捷，餐食好吃，安检很快，座椅舒适，机场商品多，
2019/1/2,CAN,CZX,4.56,还可以
2019/1/4,CAN,CZX,4.65,空乘服务好，安检很快，餐食好吃，机场商品多，准时抵达，/好不错哦
2019/1/9,CAN,CZX,5,
2019/1/18,CZX,HRB,4.92,"空乘服务好，座椅舒适
深航服务周到，体贴自然，空乘大方知性，微笑甜美。航班准点，客舱干净整洁，灯光柔和舒适，在看书时很体贴的为旅客开启越读灯。对儿童特殊关照，温馨。"
2019/1/2,HRB,CAN,5,
2019/1/3,HRB,CAN,2,餐食好吃，空乘服务好
2019/1/4,HRB,CZX,4.77,座椅舒适，空乘服务好，准时抵达
2019/1/5,CZX,CAN,5,空乘服务好，准时抵达，值机快捷，餐食好吃，座椅舒适，机场商品多，安检很快，
2019/1/13,HRB,CAN,5,
2019/1/23,HRB,CAN,4.84,"空乘服务很好，飞机餐可能需要改进。面条不是很热，松饼还是冰的。猪肉饭有点咸。当然起，一人份根本吃不饱，希望可以增加一点饭量。
值得表扬的是，深圳航空并没有提供清真餐。这对于遏制泛清真主义有良好的表率作用，希望能够坚持到底。"
2019/1/26,HRB,CZX,5,座椅舒适，空乘服务好，餐食好吃，准时抵达，
2019/1/29,CZX,CAN,4.25,座椅舒适，值机快捷，
2019/1/31,HRB,CZX,4,空乘服务好，
2019/1/1,CAN,DLC,4.71,值机快捷，安检很快，餐食好吃，空乘服务好
2019/1/9,CAN,NTG,5,准时抵达，机场商品多，值机快捷，空乘服务好，座椅舒适，安检很快，餐食好吃，
2019/1/2,SHE,NBS,4.36,服务很热情 周到 非常满意
2019/1/6,NBS,SHE,3.91,服务一般 
2019/1/11,CGQ,CAN,1,空乘服务太差劲
2019/1/3,CGQ,CAN,3.4,晚点太坑，服务都差不多
2019/1/13,YTY,CAN,5,准时抵达，值机快捷，安检很快，餐食好吃，座椅舒适，空乘服务好，
2019/1/10,NTG,SHE,4.31,希望能精益求精！
2019/1/23,SHE,WUX,1,飞机严重晚点，沈阳地勤不做任何解释。
2019/1/2,SHE,NKG,5,座椅舒适，安检很快，空乘服务好，餐食好吃，机场商品多，准时抵达，值机快捷，
2019/1/4,NKG,FOC,4.13,两舱热餐馋坏了后面吃冷餐的乘客
2019/1/7,SHE,FOC,5,空乘服务好，餐食好吃，安检很快，机场商品多，准时抵达，值机快捷，座椅舒适，
2019/1/27,NKG,FOC,4.6,值机快捷，空乘服务好，准时抵达，
2019/1/14,SHE,NKG,1,餐食好吃，空乘服务好，机场商品多，值机快捷，准时抵达，座椅舒适，安检很快，
2019/1/17,SHE,NKG,5,"餐食好吃，座椅舒适，准时抵达，值机快捷，深航航班安全正点，空姐颜值高，服务好，机上的视频内容很棒，播放的《超级工程》,很有观赏性！飞行途中我睡着了，空姐给我送上毛毯，服务感知很好！"
2019/1/2,NKG,SHE,5,服务态度没有国内的话，飞机起飞降落很速度，感觉没有国内安全，另外飞机比较老旧，没有国内航班好，跟春秋差不多，总之为了便宜，只能这样了，谁和钱过不去呢，总体还不错。
2019/1/5,FOC,NKG,3.5,都还行
2019/1/9,FOC,NKG,5,任何时候，自然体贴！
2019/1/26,NKG,SHE,5,准时抵达，
2019/1/27,FOC,SHE,5,座椅舒适，空乘服务好，
2019/1/3,SHE,HFE,4.96,准时抵达，、准时抵达，空乘服务好，值机快捷，座椅舒适，
2019/1/5,HFE,NNG,3.75,延误，
2019/1/12,SHE,NNG,5,一直都很好
2019/1/22,HFE,NNG,1,晚点四个多小时
2019/1/24,SHE,NNG,5,空乘服务好，
2019/1/3,NNG,SHE,4.54,空乘服务好，值机快捷，准时抵达，
2019/1/5,NNG,HFE,4.92,都还可以
2019/1/28,HFE,SHE,3.5,飞机舱内的灯光太刺眼了，夜间飞行用那么强的灯干嘛？总体感觉不太好的感觉…
2019/1/5,SHE,TYN,5,
2019/1/11,BAR,TYN,5,准时抵达，空乘服务好，没有多余的空中商城，美中不足的是博鳌机场的地勤托运、安检速度有待提高！
2019/1/26,BAR,TYN,5,空乘服务好，准时抵达，餐食好吃，座椅舒适，
2019/1/28,SHE,YNT,5,安检很快，机场商品多，值机快捷，空乘服务好，
2019/1/31,YNT,CSX,4.33,蓬莱机场真的太小了吧，机场面积感觉好小，而且四周看起来好荒凉。天气好的情况下飞机还是蛮准时的，没看到贵宾厅，飞机餐食一如既往，大家都明白，前面的人还有猪肉饭牛肉饭2种选择，走了一半到我这了就只剩猪肉饭了，难受。
2019/1/2,YNT,SHE,4.33,安检很快，飞机晚点了，就给了一小袋花生米和水，来的时候还有点心，希望下回不是花生米了，空乘服务非常好，飞机飞到很稳，到的时候空姐还提醒穿多点，托运的行李没有损坏，同时也谢谢地勤人员和飞行员
2019/1/16,CSX,SHE,5,餐食味道好，空乘服务好而且颜值高，航班虽然延误了，但是飞机安全舒适，服务不延误，深航航班是我出行的首选！
2019/1/25,CSX,SHE,4.85,空乘服务好，准时抵达，座椅舒适，
2019/1/27,CSX,SHE,3.75,安检很快，看评论说经常晚点还挺忐忑，还好很幸运，虽说经停烟台延误了半个小时左右，但最终到达目的地只晚了七分钟。空乘服务热情周到，餐食尚可，就是等行李等了好久～总之不错，下次出行还选择深航
2019/1/31,CSX,YNT,5,空乘服务好，机场商品多，座椅舒适，餐食好吃，准时抵达，安检很快，值机快捷，
2019/1/6,SHE,KWL,5,座椅舒适，
2019/1/17,SHE,HFE,5,机场商品多，座椅舒适，准时抵达，餐食好吃，
2019/1/7,KWL,HFE,5,座椅舒适，值机快捷，餐食好吃，准时抵达，空乘服务好，安检很快，机场商品多，
2019/1/14,HFE,SHE,4.77,安检很快，值机快捷，准时抵达，座椅舒适，
2019/1/21,HFE,SHE,4.5,空乘服务好，
2019/1/13,SHE,PVG,5,安检很快，基本准点，两小时到达，下次还会选应这班。
2019/1/17,SHE,PVG,5,准时抵达，机场商品多，座椅舒适，安检很快，空乘服务好，值机快捷，餐食好吃，
2019/1/10,PVG,SHE,5,值机快捷，空乘服务好，餐食好吃，座椅舒适，准时抵达，机场商品多，安检很快。
2019/1/12,PVG,SHE,5,值机快捷，空乘服务好，座椅舒适，安检很快，
2019/1/15,PVG,SHE,4.33,值机快捷，准时抵达，安检很快，空乘服务好，餐食太简单
2019/1/17,PVG,SHE,5,空乘服务好，座椅舒适，机场商品多，
2019/1/20,PVG,SHE,5,值机快捷，座椅舒适，空乘服务好，准时抵达，晚上都没有餐食，就给个小饼干
2019/1/29,PVG,SHE,5,安检很快，值机快捷，餐食好吃，座椅舒适，
2019/1/27,WNZ,SYX,4.89,准时抵达，空乘服务好，
2019/1/30,SHE,WNZ,3.35,看不到指示牌，机场商品贵，机舱卫生差，餐食难吃，行李收费贵，延误，客舱拥挤，安检很慢，空乘态度差，
2019/1/2,SYX,SHE,3.92,准时抵达，空乘服务好，
2019/1/3,SYX,SHE,5,空乘服务好，准时抵达，值机快捷，机场商品多，
2019/1/6,WNZ,SHE,4.42,准时抵达，机场商品贵，
2019/1/29,SYX,WNZ,2.25,机场商品贵，延误，餐食难吃，
2019/1/1,CGO,SHE,5,空乘服务好，值机快捷，准时抵达，安检很快，
2019/1/18,HAK,CGO,2.93,昨晚郑州降落，复飞了一次，有点刺激。原因呢？
2019/1/24,HAK,CGO,4.73,"座椅舒适，值机快捷，安检很快，准时抵达，机场商品多。
空乘服务很差！尤其是一些老乘务员，变脸非常快。看着恶心！"
2019/1/14,YTY,SHE,5,准时抵达，值机快捷，安检很快，座椅舒适，
2019/1/23,SHE,YTY,1,严重晚点
2019/1/7,SHE,HAK,5,哈哈哈哈哈好好好
2019/1/3,HAK,KHN,5,安检很快，准时抵达，
2019/1/13,HAK,KHN,5,座椅舒适，安检很快，
2019/1/24,KHN,SHE,5,准时抵达，
2019/1/2,TAO,NTG,5,安检很快，准时抵达，空乘服务好，
2019/1/8,TAO,SZX,4.5,座椅舒适，准时抵达，值机快捷，安检很慢
2019/1/12,NTG,SZX,3,
2019/1/24,NTG,SZX,5,座椅舒适，准时抵达，值机快捷，空乘服务好，机场商品多，
2019/1/3,TAO,HRB,3.8,餐食难吃
2019/1/7,TAO,HRB,5,很好
2019/1/30,NTG,HRB,5,安检很快，座椅舒适，餐食好吃，空乘服务好
2019/1/31,SZX,NTG,5,准时抵达，安检很快，值机快捷，座椅舒适，空乘服务好，餐食好吃，机场商品多，
2019/1/20,HRB,SYX,3.59,准时抵达，安检很快，座椅舒适，空乘服务好，
2019/1/4,SYX,HRB,5,
2019/1/6,SYX,YCU,4.5,安检很快，餐食味道差，尤其牛肉面太难吃，要继续改进。座位还行，晚点到达，机场商品可以，空乘服务好，机上书籍不错，拍下来回去继续学习。机仓卫生不错，要继续努力啊！
2019/1/11,HRB,KHN,5,值机快捷，安检很快，餐食好吃，空乘服务好，
2019/1/22,HRB,HAK,4.43,空乘服务好，准时抵达，值机快捷，
2019/1/26,HRB,KHN,5,值机快捷，空乘服务好，
2019/1/30,KHN,HAK,3,餐食好吃，安检很快，但是晚点，害我动车没赶上！！！
2019/1/31,HRB,HAK,5,ZH9751的空乘服务特别好，几乎无微不至，座椅舒适，餐食好吃，特别感谢深航的小哥哥小姐姐们。尤其是机长，耐心的帮我填写了Flight log 下次出行仍然选择深圳航空。
2019/1/5,KHN,HRB,4.17,空乘服务好，座椅舒适。餐食好吃。南昌机场推车少，较难找到。哈尔滨机场推车不让推进停车场，我行李多才用推车，不推进去怎么拿？脑残的规定，就是懒。这两机场的服务和深圳航空的服务比，差距太大。
2019/1/11,KHN,HRB,5,准时抵达，安检很快，空乘服务好，座椅舒适，
2019/1/17,HAK,KHN,3.67,空乘服务好，机场商品多，
2019/1/27,KHN,HRB,5,空乘服务好，
2019/1/6,HRB,NNG,5,值机快捷，空乘服务好，准时抵达，座椅舒适，安检很快，机场商品多，餐食好吃，空乘的颜值很高，而且服务态度也很好！整体来说环境和整体体验都很棒！飞机开得也很平稳，落地干脆利落！
2019/1/13,HRB,CGO,5,座椅舒适，空乘服务好，
2019/1/18,HRB,CGO,5,准时抵达，空乘服务好，
